epoch,train_loss
1,0.5677142051282051
2,0.5436761282051281
3,0.4740177692307692
4,0.376053
5,0.3083712564102564
6,0.2559967179487179
7,0.23033020512820512
8,0.23031461538461537
9,0.21936548717948717
10,0.21222366666666667
11,0.20562358974358977
12,0.20211046153846154
13,0.19357315384615384
14,0.18738746153846156
15,0.18189405128205127
16,0.1743217435897436
17,0.1766704358974359
18,0.1690174358974359
19,0.16602110256410255
20,0.15791894871794873
21,0.15890946153846153
22,0.15214133333333335
23,0.1496896923076923
24,0.14584446153846153
25,0.1424204358974359
26,0.14209384615384615
27,0.14154553846153847
28,0.1392439487179487
29,0.13763610256410258
30,0.13476658974358974
31,0.1285194358974359
32,0.12621989743589745
33,0.12415097435897436
34,0.12499297435897436
35,0.12201105128205128
36,0.11637010256410256
37,0.11476628205128205
38,0.11608784615384615
39,0.11146592307692309
40,0.1171156923076923
41,0.11659289743589743
42,0.11250894871794873
43,0.11016892307692307
44,0.10527182051282051
45,0.10259223076923076
46,0.10241128205128205
47,0.10554587179487179
48,0.09670897435897437
49,0.09826082051282051
50,0.09615641025641027
51,0.0929504358974359
52,0.093528
53,0.09313428205128205
54,0.09485233333333334
55,0.09023523076923078
56,0.08971151282051282
57,0.08949446153846154
58,0.08539912820512821
59,0.08654761538461539
60,0.08175374358974359
61,0.08252194871794871
62,0.0862025641025641
63,0.07809671794871795
64,0.08593705128205127
65,0.07452099999999999
66,0.07957002564102564
67,0.0749585641025641
68,0.08027007692307692
69,0.07699423076923076
70,0.07805435897435897
71,0.07409815384615384
72,0.07113451282051282
73,0.07129715384615384
74,0.06794520512820512
75,0.06660664102564103
76,0.07715758974358974
77,0.06925807692307692
78,0.06686425641025641
79,0.06692423076923076
80,0.06536164102564102
81,0.07028630769230769
82,0.0679798205128205
83,0.0637624358974359
84,0.06533338461538461
85,0.0625534358974359
86,0.059428923076923074
87,0.06253123076923077
88,0.05996092307692308
89,0.06003492307692308
90,0.05997194871794872
91,0.05883984615384616
92,0.05696346153846154
93,0.05674541025641025
94,0.058291410256410256
95,0.059748871794871795
96,0.056955692307692304
97,0.06378869230769231
98,0.05587235897435897
99,0.05421410256410256
100,0.05529841025641026
