epoch,train_loss
1,0.6405849561403509
2,0.519780605263158
3,0.39944323684210525
4,0.32701129824561403
5,0.28234354385964916
6,0.2471932543859649
7,0.23915049122807017
8,0.23412203508771928
9,0.22206154385964913
10,0.20691170175438597
11,0.20502605263157894
12,0.20870008771929827
13,0.19930870175438595
14,0.19378176315789475
15,0.17906258771929826
16,0.17744173684210526
17,0.1737723947368421
18,0.1692052894736842
19,0.17660388596491228
20,0.1700375350877193
21,0.16505282456140352
22,0.16017565789473684
23,0.1595351754385965
24,0.1686176842105263
25,0.16947595614035088
26,0.155190350877193
27,0.15259151754385966
28,0.14552364035087717
29,0.1474470350877193
30,0.14350128070175439
31,0.14048954385964912
32,0.14264531578947368
33,0.14481599122807018
34,0.1424880263157895
35,0.13831508771929824
36,0.13625251754385964
37,0.13393934210526315
38,0.12980484210526316
39,0.13169247368421053
40,0.1302481403508772
41,0.13326151754385965
42,0.1246548596491228
43,0.12233814035087719
44,0.12338977192982456
45,0.12974563157894736
46,0.12916994736842105
47,0.13039880701754386
48,0.12290192982456141
49,0.1196308596491228
50,0.12275632456140351
51,0.12381290350877193
52,0.1196038245614035
53,0.11676379824561404
54,0.1158880701754386
55,0.11563429824561403
56,0.11277803508771929
57,0.10913006140350878
58,0.11200572807017545
59,0.12158141228070175
60,0.11821500877192982
61,0.11429986842105262
62,0.10777938596491228
63,0.11001901754385965
64,0.11114777192982456
65,0.10364666666666668
66,0.10830925438596492
67,0.10424474561403509
68,0.10593033333333333
69,0.10467502631578947
70,0.1033724649122807
71,0.10203591228070176
72,0.10121757894736842
73,0.09989319298245614
74,0.10001690350877193
75,0.09656009649122807
76,0.09285670175438596
77,0.09647336842105263
78,0.09822441228070175
79,0.09858123684210526
80,0.09791266666666666
81,0.09591807894736842
82,0.09578833333333332
83,0.09473106140350877
84,0.09638317543859648
85,0.09424091228070175
86,0.09317038596491227
87,0.09112736842105262
88,0.09139704385964913
89,0.09221646491228071
90,0.08864086842105263
91,0.090394
92,0.0876749298245614
93,0.0887288245614035
94,0.08934981578947368
95,0.08731723684210527
96,0.08943387719298244
97,0.08607000877192982
98,0.08799940350877193
99,0.08661029824561403
100,0.08489950877192982
