epoch,step,train_loss
1,0,0.724858
1,1,0.719536
1,2,0.715791
1,3,0.720333
1,4,0.719355
1,5,0.722082
1,6,0.712034
1,7,0.715225
1,8,0.700356
1,9,0.699656
1,10,0.695995
1,11,0.693060
1,12,0.702941
1,13,0.713364
1,14,0.681195
1,15,0.692254
1,16,0.687412
1,17,0.672737
1,18,0.679511
1,19,0.693988
1,20,0.685529
1,21,0.682094
1,22,0.666882
1,23,0.666797
1,24,0.698633
1,25,0.662299
1,26,0.681534
1,27,0.688886
1,28,0.672190
1,29,0.690886
1,30,0.671463
1,31,0.669921
1,32,0.661754
1,33,0.665256
1,34,0.657307
1,35,0.709791
1,36,0.632653
1,37,0.680477
1,38,0.679479
1,39,0.678549
1,40,0.702425
1,41,0.673092
1,42,0.661562
1,43,0.632933
1,44,0.674408
1,45,0.619158
1,46,0.670044
1,47,0.663054
1,48,0.619534
1,49,0.657574
1,50,0.676542
1,51,0.681338
1,52,0.651000
1,53,0.645405
1,54,0.590118
1,55,0.648523
1,56,0.632695
1,57,0.674077
1,58,0.636109
1,59,0.625906
1,60,0.614781
1,61,0.574475
1,62,0.605894
1,63,0.688860
1,64,0.634539
1,65,0.583913
1,66,0.607880
1,67,0.594630
1,68,0.581577
1,69,0.613901
1,70,0.602760
1,71,0.611983
1,72,0.595097
1,73,0.602940
1,74,0.640763
1,75,0.610077
1,76,0.673687
1,77,0.634661
1,78,0.594690
1,79,0.624587
1,80,0.588691
1,81,0.600657
1,82,0.591859
1,83,0.692955
1,84,0.605561
1,85,0.591224
1,86,0.625369
1,87,0.589481
1,88,0.606084
1,89,0.554702
1,90,0.585892
1,91,0.592338
1,92,0.576138
1,93,0.562735
1,94,0.549548
1,95,0.619039
1,96,0.616200
1,97,0.552235
1,98,0.623187
1,99,0.583114
1,100,0.622961
1,101,0.593243
1,102,0.613124
1,103,0.595485
1,104,0.590938
1,105,0.541647
1,106,0.586027
1,107,0.569625
1,108,0.577853
1,109,0.569617
1,110,0.578220
1,111,0.615287
1,112,0.564233
1,113,0.610161
2,0,0.565191
2,1,0.526940
2,2,0.569734
2,3,0.597463
2,4,0.531038
2,5,0.574643
2,6,0.531508
2,7,0.557327
2,8,0.529684
2,9,0.538729
2,10,0.555940
2,11,0.516123
2,12,0.575328
2,13,0.576413
2,14,0.506708
2,15,0.530745
2,16,0.561966
2,17,0.503831
2,18,0.537296
2,19,0.518943
2,20,0.522651
2,21,0.583871
2,22,0.509636
2,23,0.567566
2,24,0.543014
2,25,0.491980
2,26,0.526778
2,27,0.589656
2,28,0.560967
2,29,0.542693
2,30,0.592709
2,31,0.589199
2,32,0.540365
2,33,0.476817
2,34,0.571075
2,35,0.530295
2,36,0.501545
2,37,0.509692
2,38,0.569414
2,39,0.535298
2,40,0.546985
2,41,0.484785
2,42,0.543572
2,43,0.510882
2,44,0.526613
2,45,0.581066
2,46,0.514395
2,47,0.516720
2,48,0.499735
2,49,0.513424
2,50,0.514537
2,51,0.497226
2,52,0.504178
2,53,0.537173
2,54,0.498853
2,55,0.532552
2,56,0.541025
2,57,0.546553
2,58,0.510165
2,59,0.513852
2,60,0.489378
2,61,0.521647
2,62,0.495598
2,63,0.597345
2,64,0.481030
2,65,0.504932
2,66,0.573530
2,67,0.461104
2,68,0.569898
2,69,0.617334
2,70,0.563151
2,71,0.508514
2,72,0.515302
2,73,0.485406
2,74,0.504929
2,75,0.485408
2,76,0.471383
