model_file,avg_loss,avg_dice,avg_iou,avg_pixel_acc
198,0.162747662,0.8369,0.7262,0.9276
199,0.155514233,0.8361,0.7263,0.9304
200,0.152670778,0.8336,0.7236,0.9279
201,0.145270267,0.8516,0.7466,0.9322
202,0.144679517,0.8426,0.7353,0.9317
203,0.150651561,0.8449,0.738,0.9303
204,0.155043762,0.8504,0.7457,0.9277
205,0.155698641,0.8377,0.7267,0.9281
206,0.15121249,0.8367,0.7251,0.9286
207,0.137609358,0.8608,0.7599,0.9355
208,0.142917355,0.8433,0.7361,0.9316
209,0.143792624,0.8469,0.74,0.9317
210,0.158968518,0.8327,0.7192,0.9279
211,0.149672823,0.84,0.7312,0.9313
212,0.13610889,0.8592,0.7575,0.9369
213,0.147984643,0.8413,0.734,0.9306
214,0.175607804,0.8034,0.6816,0.919
215,0.143909019,0.8516,0.7464,0.9313
216,0.145191759,0.8457,0.7393,0.9315
217,0.141699581,0.8505,0.7471,0.9335
218,0.149362847,0.84,0.7301,0.9307
219,0.158056664,0.8311,0.7191,0.9283
220,0.140646187,0.8588,0.758,0.9365
221,0.154066366,0.8441,0.7369,0.9301
222,0.154182125,0.8365,0.7253,0.9277
223,0.149488594,0.8536,0.752,0.9328
224,0.138859354,0.8548,0.753,0.9358
225,0.14152347,0.8463,0.7388,0.9331
226,0.144230268,0.8523,0.7481,0.9334
227,0.146980108,0.8444,0.7352,0.9316
228,0.140898398,0.8532,0.751,0.9328
229,0.135732322,0.8601,0.7594,0.9364
230,0.139019454,0.8558,0.7526,0.9357
231,0.147633292,0.8508,0.7474,0.9334
232,0.145641012,0.8441,0.7372,0.9312
233,0.142320014,0.8538,0.7497,0.9317
234,0.143372033,0.8546,0.7523,0.935
235,0.149489483,0.8517,0.7473,0.9326
236,0.145040281,0.851,0.7468,0.9342
237,0.142043263,0.8559,0.7541,0.9351
238,0.170618276,0.8162,0.6978,0.9234
239,0.147231432,0.8473,0.7403,0.9329
240,0.146273453,0.8438,0.739,0.9324
241,0.138246639,0.8585,0.7573,0.9367
242,0.137758281,0.8618,0.7621,0.9366
243,0.151597091,0.8463,0.7385,0.9315
244,0.14619468,0.851,0.7447,0.9323
245,0.164072796,0.8102,0.691,0.9228
246,0.145569208,0.8501,0.7447,0.9329
247,0.144077709,0.851,0.7462,0.9333
248,0.14016199,0.8534,0.7503,0.9352
249,0.140230507,0.8532,0.7504,0.9354
250,0.146239677,0.8526,0.7492,0.9336
251,0.148626431,0.8531,0.7494,0.93
252,0.152845484,0.8465,0.7417,0.9303
253,0.144934989,0.8435,0.7366,0.9328
254,0.142177218,0.8496,0.7447,0.9335
255,0.136011516,0.8656,0.7676,0.937
256,0.156497079,0.8428,0.7344,0.9305
