model_file,avg_loss,avg_dice,avg_iou,avg_pixel_acc
266,0.136407672,0.8621,0.7613,0.9353
267,0.133292313,0.864,0.7662,0.9385
268,0.136725171,0.8578,0.7577,0.9366
269,0.14908249,0.838,0.7269,0.9298
270,0.141666858,0.8531,0.7486,0.9328
271,0.14216819,0.8544,0.7526,0.9327
272,0.144366774,0.8429,0.736,0.9313
273,0.138732271,0.8546,0.7526,0.9347
274,0.147964483,0.837,0.7294,0.9307
275,0.144442691,0.8422,0.7354,0.9322
276,0.142293437,0.8523,0.7476,0.933
277,0.137869762,0.8582,0.7566,0.9356
278,0.134035879,0.8617,0.7621,0.9372
279,0.137857454,0.8616,0.7623,0.936
280,0.139691555,0.8512,0.7491,0.9348
281,0.134444834,0.8656,0.7677,0.9378
282,0.13756843,0.8605,0.7604,0.9367
283,0.135173113,0.8585,0.7579,0.9356
284,0.136746089,0.856,0.7546,0.9358
285,0.141610397,0.8473,0.7412,0.9321
286,0.141000182,0.8508,0.7446,0.9328
287,0.139910167,0.8543,0.752,0.9346
288,0.140968699,0.8553,0.7524,0.9313
289,0.138576272,0.8601,0.7609,0.9361
290,0.135015816,0.8633,0.7654,0.9364
291,0.136807636,0.856,0.7538,0.9355
292,0.190345687,0.8066,0.6872,0.9205
293,0.140355473,0.8498,0.7464,0.934
294,0.147855639,0.8457,0.7396,0.9323
295,0.131673883,0.8692,0.7724,0.9383
296,0.144564288,0.8477,0.7417,0.9328
297,0.136070299,0.8586,0.7578,0.9356
298,0.139593669,0.8466,0.7395,0.9333
299,0.139382504,0.8547,0.7531,0.9353
300,0.143507276,0.8504,0.7461,0.9332
301,0.151022962,0.8339,0.7218,0.9294
302,0.143257332,0.8478,0.7412,0.9336
303,0.128529813,0.8711,0.7754,0.9387
304,0.135263941,0.8615,0.7621,0.9368
305,0.136386577,0.8537,0.7511,0.9357
306,0.138901389,0.8568,0.7533,0.9352
307,0.147705615,0.8459,0.7396,0.9321
308,0.137039439,0.8533,0.7503,0.9348
309,0.142160989,0.853,0.7492,0.9324
310,0.139269207,0.8567,0.7553,0.9348
311,0.13868296,0.8564,0.7532,0.9347
312,0.148433635,0.8407,0.7326,0.931
313,0.133327444,0.8602,0.7592,0.9367
314,0.141231863,0.8529,0.7498,0.9341
315,0.136381423,0.862,0.7621,0.9362
316,0.138736955,0.8531,0.7498,0.9342
317,0.144715965,0.853,0.7497,0.9328
318,0.13729371,0.8573,0.756,0.9353
319,0.133840958,0.8599,0.7597,0.9361
320,0.134012763,0.8619,0.7624,0.936
321,0.145134351,0.8473,0.741,0.9303
322,0.141607124,0.8466,0.74,0.9312
323,0.144560695,0.8493,0.7446,0.9317
324,0.142286836,0.855,0.7514,0.9329
325,0.14491382,0.8491,0.7427,0.9321
326,0.138162389,0.8572,0.7546,0.9333
327,0.14426584,0.8444,0.7371,0.9325
328,0.143174879,0.8594,0.7594,0.9335
329,0.138336332,0.8596,0.7587,0.9354
330,0.142701818,0.8524,0.7493,0.9336
331,0.14269794,0.8494,0.7443,0.9339
332,0.138061958,0.8589,0.7606,0.9368
333,0.154041307,0.8476,0.7418,0.9296
334,0.138977007,0.8583,0.7583,0.9352
335,0.137176983,0.8663,0.7695,0.9379
336,0.14186499,0.8515,0.7463,0.9323
337,0.143764266,0.853,0.7486,0.9313
338,0.141647018,0.8515,0.7475,0.9339
339,0.143443558,0.8455,0.7384,0.932
340,0.139347841,0.853,0.7489,0.9328
341,0.152291654,0.8357,0.7262,0.9286
342,0.143664591,0.8481,0.7422,0.933
343,0.137035728,0.8604,0.7591,0.9348
344,0.147909952,0.8457,0.7384,0.9316
345,0.137767276,0.8577,0.758,0.9356
346,0.132537181,0.8614,0.762,0.9373
347,0.141933893,0.8497,0.7445,0.9332
348,0.136225622,0.8579,0.7565,0.936
349,0.144589469,0.8391,0.7313,0.9322
350,0.134305719,0.8594,0.7589,0.9365
351,0.133516455,0.8537,0.7502,0.9352
352,0.138396407,0.8572,0.7546,0.9356
353,0.133844217,0.8579,0.7584,0.9367
354,0.139632042,0.8488,0.7447,0.9344
355,0.135950301,0.8592,0.7588,0.9362
356,0.141928756,0.8509,0.7452,0.9345
357,0.139729234,0.8502,0.7485,0.9354
358,0.132716723,0.8645,0.7654,0.9373
359,0.13138863,0.8647,0.7667,0.9387
360,0.136781901,0.8558,0.7557,0.936
361,0.134016236,0.8591,0.759,0.9365
362,0.145992717,0.8402,0.7317,0.9314
363,0.142309702,0.8526,0.7491,0.9338
364,0.133091327,0.8687,0.7725,0.9382
365,0.129918065,0.8708,0.7749,0.9405
366,0.126559045,0.8751,0.7817,0.9414
367,0.133934479,0.8616,0.762,0.9385
368,0.137137326,0.859,0.7586,0.9367
369,0.13915615,0.8565,0.753,0.935
370,0.141240682,0.8546,0.7515,0.9351
371,0.132491159,0.8638,0.7661,0.9387
372,0.13686198,0.8567,0.755,0.9368
373,0.137283952,0.8679,0.7715,0.9385
374,0.146971357,0.8512,0.7482,0.9331
375,0.141407742,0.8561,0.7541,0.9338
376,0.13328305,0.8652,0.7667,0.937
377,0.136404462,0.858,0.7561,0.935
378,0.135087336,0.8549,0.7535,0.9368
379,0.132084046,0.8659,0.7671,0.9378
380,0.135358359,0.8557,0.7547,0.9359
381,0.14022167,0.8568,0.756,0.9359
382,0.150041907,0.8367,0.7248,0.9288
383,0.135148028,0.8648,0.7662,0.9372
384,0.131539576,0.8649,0.7664,0.9382
385,0.131058256,0.8721,0.7771,0.9393
386,0.131397782,0.8727,0.7793,0.9405
387,0.138854011,0.8563,0.7552,0.9365
388,0.143569556,0.8576,0.7584,0.9348
389,0.132675688,0.8718,0.7761,0.9387
390,0.128243773,0.8684,0.7743,0.9403
391,0.134462511,0.8641,0.7648,0.9381
392,0.137301184,0.8595,0.7587,0.937
393,0.130787288,0.8687,0.7722,0.9391
394,0.130920372,0.8666,0.7701,0.9394
395,0.134083306,0.864,0.7657,0.9383
396,0.13355058,0.8535,0.7518,0.9379
397,0.134184036,0.8585,0.7567,0.9367
398,0.132810737,0.8657,0.767,0.9384
399,0.128224363,0.8696,0.7744,0.9406
400,0.134208366,0.8593,0.7599,0.9383
401,0.128469394,0.8684,0.7728,0.9418
402,0.133780637,0.8628,0.763,0.9377
403,0.133605858,0.87,0.7743,0.9384
404,0.128693201,0.869,0.7727,0.9383
405,0.130706123,0.8674,0.7715,0.9394
406,0.129063103,0.8638,0.7662,0.9392
407,0.147178888,0.8506,0.7479,0.9341
408,0.130824472,0.8636,0.7664,0.9407
409,0.141424889,0.8552,0.7523,0.9354
410,0.126988287,0.8739,0.7791,0.9411
411,0.13264646,0.8594,0.7586,0.938
412,0.134394293,0.8639,0.7653,0.9375
413,0.130961968,0.8647,0.7665,0.9383
414,0.129102821,0.8696,0.7736,0.9398
415,0.130429528,0.8633,0.7644,0.9372
416,0.126496754,0.8736,0.7796,0.9408
417,0.133644451,0.8627,0.7632,0.9374
418,0.127295534,0.8692,0.7751,0.9409
419,0.128948745,0.8732,0.7789,0.9402
420,0.139607029,0.8568,0.7562,0.9355
421,0.13279447,0.8605,0.7609,0.9365
422,0.128311082,0.8688,0.7726,0.9393
423,0.13028885,0.866,0.7689,0.9384
424,0.135970583,0.8488,0.7453,0.9355
425,0.131334287,0.8619,0.7625,0.9372
426,0.126904067,0.8746,0.7802,0.9406
427,0.12927958,0.8698,0.775,0.9397
428,0.134844144,0.8588,0.7593,0.9367
429,0.12804489,0.8751,0.7813,0.9404
430,0.128936901,0.8702,0.7751,0.9394
431,0.132480049,0.8598,0.7603,0.938
432,0.128153996,0.8675,0.771,0.9402
433,0.132825293,0.8658,0.7682,0.9383
434,0.130546775,0.871,0.7751,0.9386
435,0.140945374,0.856,0.7533,0.9343
436,0.125294834,0.8706,0.7786,0.942
437,0.126590991,0.8727,0.7794,0.942
438,0.135698843,0.863,0.7642,0.9378
439,0.130005421,0.8721,0.7768,0.9407
440,0.129466646,0.8699,0.7751,0.9405
441,0.134229809,0.8646,0.7655,0.9383
442,0.134272169,0.8644,0.7653,0.9377
443,0.132827667,0.8638,0.766,0.9393
444,0.129364318,0.8674,0.7709,0.9404
445,0.129221233,0.872,0.7778,0.9399
446,0.127464686,0.8675,0.7721,0.9409
447,0.127932867,0.8664,0.7701,0.9405
448,0.137061827,0.8597,0.7598,0.9365
449,0.136961036,0.8518,0.7495,0.9359
450,0.131350794,0.8651,0.7666,0.9384
451,0.129751364,0.873,0.7789,0.94
452,0.139813283,0.8508,0.7483,0.935
453,0.13185611,0.8678,0.77,0.9392
454,0.126785999,0.8705,0.7746,0.9405
455,0.129792545,0.8689,0.7722,0.9397
456,0.138985133,0.8571,0.7559,0.9363
457,0.132062799,0.8699,0.7748,0.9399
458,0.12726267,0.8698,0.7749,0.9402
459,0.124702177,0.8813,0.7907,0.9432
460,0.131070744,0.8694,0.7741,0.9395
461,0.127653365,0.8729,0.778,0.9403
462,0.127564781,0.8717,0.7764,0.9404
463,0.129300266,0.8722,0.7771,0.9407
464,0.134523416,0.8664,0.7688,0.9384
465,0.130862174,0.8671,0.7695,0.9396
466,0.130677537,0.8633,0.7648,0.9389
467,0.13678275,0.8537,0.7501,0.9359
468,0.132230068,0.8645,0.7654,0.9379
469,0.127261065,0.8757,0.7826,0.9417
470,0.125550592,0.8757,0.783,0.9419
471,0.132383729,0.8648,0.7663,0.939
472,0.126846871,0.8699,0.7733,0.9409
473,0.122499346,0.873,0.7792,0.9428
474,0.124981392,0.8775,0.785,0.941
475,0.129232667,0.8631,0.7642,0.9394
476,0.123052207,0.8789,0.7874,0.9436
477,0.124826013,0.8747,0.7811,0.9424
478,0.123275522,0.8742,0.7804,0.9421
479,0.125773235,0.8732,0.7787,0.9413
480,0.127281709,0.868,0.7728,0.9406
481,0.126872492,0.8673,0.7706,0.9399
482,0.12575485,0.8761,0.7834,0.9419
483,0.131911526,0.8617,0.763,0.9372
484,0.130511969,0.8677,0.7716,0.9394
485,0.133271773,0.862,0.7629,0.9374
486,0.127609474,0.8693,0.7733,0.9398
487,0.122641549,0.8771,0.7865,0.9422
488,0.121979883,0.8764,0.7835,0.9429
489,0.128875291,0.8761,0.7832,0.9406
490,0.134598303,0.8603,0.7621,0.9383
491,0.127022367,0.8734,0.7793,0.9412
492,0.121772386,0.8771,0.7859,0.9432
493,0.124481919,0.879,0.7878,0.9417
494,0.12339441,0.8752,0.7824,0.9421
495,0.129165131,0.868,0.7716,0.9398
496,0.125107883,0.8756,0.7816,0.9421
497,0.126732568,0.8718,0.7772,0.9408
498,0.124523974,0.8737,0.7797,0.9418
499,0.130999961,0.8651,0.7684,0.939
500,0.125839213,0.8721,0.7781,0.9408
501,0.130910891,0.8641,0.7667,0.9388
502,0.125774917,0.8751,0.7822,0.9408
503,0.133086003,0.8584,0.757,0.9376
504,0.124951667,0.8711,0.7764,0.9408
505,0.124149947,0.8737,0.7792,0.9409
506,0.123866633,0.8728,0.7784,0.9415
507,0.125390844,0.8718,0.7768,0.9412
508,0.125572668,0.878,0.7865,0.942
509,0.127664259,0.8704,0.7737,0.94
510,0.127298415,0.8719,0.7763,0.9401
511,0.129843241,0.8665,0.7702,0.9396
512,0.124559911,0.8754,0.7823,0.9415
513,0.133189693,0.8638,0.7645,0.9387
514,0.133042128,0.8688,0.7726,0.9385
515,0.126723301,0.8699,0.7743,0.9412
516,0.129055293,0.8738,0.7796,0.9411
517,0.131248313,0.8643,0.7668,0.9398
518,0.12603037,0.8733,0.7792,0.9414
519,0.12860838,0.8624,0.7646,0.9399
520,0.125258009,0.8737,0.7808,0.9422
521,0.130667222,0.8641,0.7651,0.9388
522,0.128733788,0.8694,0.7726,0.9398
523,0.124555529,0.8741,0.7807,0.9424
524,0.130023266,0.8687,0.7731,0.9395
525,0.127112074,0.874,0.7802,0.9415
526,0.13051414,0.8661,0.7689,0.9397
527,0.124126186,0.8764,0.7835,0.9422
528,0.12548367,0.8714,0.7767,0.9419
529,0.130756419,0.8692,0.7732,0.94
530,0.126614153,0.8727,0.7785,0.9415
531,0.125158804,0.871,0.7755,0.9417
532,0.128372196,0.8701,0.7743,0.9401
533,0.126322097,0.8741,0.7799,0.9413
534,0.126823403,0.8731,0.7792,0.9413
535,0.125034392,0.8748,0.7811,0.9417
536,0.136777112,0.8616,0.7613,0.9366
537,0.12728587,0.8657,0.7688,0.9411
538,0.126000924,0.8725,0.7769,0.9409
539,0.129732362,0.8684,0.7716,0.9393
540,0.132416421,0.865,0.7664,0.9386
541,0.125479512,0.8727,0.7786,0.9416
542,0.123151351,0.8798,0.7897,0.9423
543,0.126021859,0.8715,0.7765,0.941
544,0.123825896,0.8697,0.775,0.9422
545,0.125665505,0.8746,0.7811,0.9411
546,0.127450977,0.8726,0.7795,0.9409
547,0.127276072,0.8705,0.7755,0.9407
548,0.130893491,0.8666,0.7702,0.9388
549,0.126273903,0.8693,0.7736,0.9407
550,0.124959227,0.8683,0.7732,0.9415
551,0.123314565,0.8756,0.7825,0.9422
552,0.124885456,0.8734,0.7795,0.9418
553,0.121863198,0.8778,0.7851,0.9424
554,0.122501885,0.8784,0.7872,0.9424
555,0.126380815,0.8738,0.7802,0.9416
556,0.124649078,0.873,0.779,0.9421
557,0.127207618,0.8725,0.7782,0.9411
558,0.12634917,0.8756,0.7829,0.9413
559,0.124192988,0.8733,0.7787,0.9412
560,0.12407515,0.8759,0.7827,0.9424
561,0.12229349,0.8812,0.7912,0.9434
562,0.132881889,0.8624,0.7646,0.9384
563,0.123088677,0.8719,0.7773,0.9416
564,0.123391393,0.8764,0.7831,0.9416
565,0.126823148,0.8718,0.7758,0.9408
566,0.129544528,0.867,0.7693,0.9393
567,0.126867647,0.8744,0.7799,0.941
568,0.130859554,0.8688,0.7719,0.9397
569,0.125638293,0.8736,0.779,0.9414
570,0.123395315,0.8802,0.7894,0.9421
571,0.122761906,0.8732,0.7798,0.9423
572,0.120679717,0.8805,0.7897,0.9435
573,0.122771265,0.872,0.7793,0.9423
574,0.120924749,0.877,0.7841,0.9432
575,0.123602568,0.8709,0.7761,0.9418
576,0.125345337,0.874,0.7805,0.9414
577,0.12340449,0.8798,0.7882,0.9423
578,0.127458797,0.8716,0.7763,0.9403
579,0.121595679,0.879,0.7873,0.9428
580,0.124492556,0.8753,0.782,0.9416
581,0.12480631,0.87,0.7745,0.9417
582,0.11994048,0.8781,0.7869,0.9433
583,0.12067927,0.8749,0.7804,0.9427
584,0.123054341,0.8762,0.7836,0.9425
585,0.120247636,0.8811,0.7899,0.9432
586,0.120530308,0.8804,0.7896,0.9432
587,0.124045981,0.8728,0.7786,0.942
588,0.122284798,0.8766,0.7847,0.9433
589,0.125392222,0.8721,0.7773,0.9414
590,0.131702918,0.866,0.7681,0.9392
591,0.125645172,0.8713,0.7755,0.941
592,0.122631059,0.8724,0.7791,0.9425
593,0.127034767,0.8678,0.7718,0.9407
594,0.121125017,0.8777,0.7854,0.9423
595,0.123205566,0.8746,0.7811,0.9423
596,0.119965491,0.8772,0.7854,0.9434
597,0.119604681,0.876,0.782,0.9426
598,0.125024981,0.8737,0.7806,0.9418
599,0.123895506,0.8696,0.7744,0.9415
600,0.120619732,0.8777,0.7864,0.9431
601,0.126339912,0.8694,0.774,0.9412
602,0.121324826,0.8763,0.7851,0.9426
603,0.123639101,0.8706,0.7754,0.9422
604,0.123138283,0.8755,0.7815,0.9425
605,0.120015427,0.8786,0.7874,0.9432
606,0.12035243,0.8828,0.7931,0.9433
607,0.131268815,0.8596,0.7604,0.9391
608,0.122801369,0.8702,0.7742,0.9422
609,0.124554371,0.8743,0.7823,0.942
610,0.128076301,0.8712,0.7756,0.9406
611,0.119596522,0.8806,0.7906,0.944
612,0.12812586,0.8676,0.773,0.9407
613,0.12246652,0.8754,0.783,0.9424
