epoch,step,train_loss
1,0,0.102126
1,1,0.152275
1,2,0.181764
1,3,0.148681
1,4,0.131819
1,5,0.147323
1,6,0.111636
1,7,0.167558
1,8,0.137584
1,9,0.122176
1,10,0.142968
1,11,0.165047
1,12,0.131377
1,13,0.239436
1,14,0.278870
1,15,0.157117
1,16,0.141077
1,17,0.159614
1,18,0.122599
1,19,0.281140
1,20,0.154470
1,21,0.101693
1,22,0.208582
1,23,0.156070
1,24,0.085451
1,25,0.128657
1,26,0.119152
1,27,0.126312
1,28,0.176275
1,29,0.200670
1,30,0.151798
1,31,0.133539
1,32,0.149589
1,33,0.139413
1,34,0.210855
1,35,0.170248
1,36,0.068969
1,37,0.292669
1,38,0.086486
1,39,0.160546
1,40,0.141765
1,41,0.127309
1,42,0.135412
1,43,0.144462
1,44,0.119075
1,45,0.245796
1,46,0.141660
1,47,0.191770
1,48,0.113345
1,49,0.196852
1,50,0.162934
1,51,0.138593
1,52,0.220428
1,53,0.139150
1,54,0.275101
1,55,0.207003
1,56,0.137639
1,57,0.211927
1,58,0.081152
1,59,0.136014
1,60,0.237979
1,61,0.161076
1,62,0.113860
1,63,0.173962
1,64,0.138200
1,65,0.102935
1,66,0.251453
1,67,0.251482
1,68,0.188127
1,69,0.197318
1,70,0.142236
1,71,0.195963
1,72,0.138581
1,73,0.143645
1,74,0.148975
1,75,0.147413
1,76,0.179613
1,77,0.199897
1,78,0.280950
1,79,0.127628
1,80,0.131034
1,81,0.119377
1,82,0.267746
1,83,0.119215
1,84,0.145243
1,85,0.113040
1,86,0.160179
1,87,0.134397
1,88,0.099551
1,89,0.088788
1,90,0.316147
1,91,0.240016
1,92,0.128912
1,93,0.135253
1,94,0.180388
1,95,0.186208
1,96,0.118291
1,97,0.164559
1,98,0.112792
1,99,0.148337
1,100,0.148034
1,101,0.092938
1,102,0.218254
1,103,0.136391
1,104,0.138831
1,105,0.208300
1,106,0.135087
1,107,0.280852
1,108,0.179792
1,109,0.157601
1,110,0.176927
1,111,0.192887
1,112,0.225172
1,113,0.138590
2,0,0.138551
2,1,0.098836
2,2,0.156360
2,3,0.161812
2,4,0.117406
2,5,0.195789
2,6,0.139947
2,7,0.228584
2,8,0.135672
2,9,0.117041
2,10,0.179626
2,11,0.192069
2,12,0.171891
2,13,0.106889
2,14,0.146016
2,15,0.089215
2,16,0.187129
2,17,0.163175
2,18,0.199722
2,19,0.121119
2,20,0.201034
2,21,0.178815
2,22,0.091151
2,23,0.227240
2,24,0.107208
2,25,0.147654
2,26,0.138707
2,27,0.218623
2,28,0.125625
2,29,0.132852
2,30,0.225622
2,31,0.143231
2,32,0.122175
2,33,0.229304
2,34,0.171345
2,35,0.197794
2,36,0.150591
2,37,0.283344
2,38,0.141438
2,39,0.219853
2,40,0.173519
2,41,0.175115
2,42,0.153772
2,43,0.121653
2,44,0.174839
2,45,0.111998
2,46,0.090455
2,47,0.161948
2,48,0.170333
2,49,0.180224
2,50,0.218871
2,51,0.138951
2,52,0.156283
2,53,0.116737
2,54,0.239947
2,55,0.218278
2,56,0.194732
2,57,0.143582
2,58,0.137300
2,59,0.150064
2,60,0.100020
2,61,0.151124
2,62,0.143980
2,63,0.176777
2,64,0.252845
2,65,0.144444
2,66,0.162120
2,67,0.157892
2,68,0.126518
2,69,0.248649
2,70,0.155008
2,71,0.150487
2,72,0.321380
2,73,0.200088
2,74,0.135528
2,75,0.177492
2,76,0.101176
2,77,0.197875
2,78,0.080308
2,79,0.161065
2,80,0.177782
2,81,0.149965
2,82,0.176590
2,83,0.188307
2,84,0.187126
2,85,0.100433
2,86,0.139841
2,87,0.183955
2,88,0.172182
2,89,0.161101
2,90,0.120604
2,91,0.167145
2,92,0.155519
2,93,0.126622
2,94,0.142189
2,95,0.165124
2,96,0.103922
2,97,0.121119
2,98,0.167320
2,99,0.108069
2,100,0.169690
2,101,0.228869
2,102,0.174843
2,103,0.117075
2,104,0.186434
2,105,0.188940
2,106,0.143089
2,107,0.181248
2,108,0.121963
2,109,0.159167
2,110,0.200777
2,111,0.228770
2,112,0.128081
2,113,0.103006
3,0,0.124292
3,1,0.110792
3,2,0.144593
3,3,0.170223
3,4,0.134972
3,5,0.103217
3,6,0.170414
3,7,0.126132
3,8,0.191083
3,9,0.188624
3,10,0.155774
3,11,0.193598
3,12,0.188956
3,13,0.105140
3,14,0.135877
3,15,0.125500
3,16,0.157084
3,17,0.099628
3,18,0.140214
3,19,0.200639
3,20,0.163147
3,21,0.110990
3,22,0.138334
3,23,0.271514
3,24,0.090088
3,25,0.189568
3,26,0.115894
3,27,0.220621
3,28,0.135964
3,29,0.117928
3,30,0.144640
3,31,0.140841
3,32,0.154806
3,33,0.279432
3,34,0.267804
3,35,0.177738
3,36,0.164037
3,37,0.149257
3,38,0.149007
3,39,0.196512
3,40,0.128081
3,41,0.160070
3,42,0.210127
3,43,0.158864
3,44,0.139117
3,45,0.238414
3,46,0.113284
3,47,0.141374
3,48,0.160180
3,49,0.136398
3,50,0.320427
3,51,0.168317
3,52,0.144966
3,53,0.152798
3,54,0.170504
3,55,0.155359
3,56,0.208112
3,57,0.274055
3,58,0.218167
3,59,0.139366
3,60,0.312684
3,61,0.102243
3,62,0.100757
3,63,0.165824
3,64,0.105015
3,65,0.125748
3,66,0.232850
3,67,0.093129
3,68,0.146089
3,69,0.238076
3,70,0.097217
3,71,0.164530
3,72,0.148350
3,73,0.147255
3,74,0.104601
3,75,0.148595
3,76,0.094359
3,77,0.204031
3,78,0.142076
3,79,0.122619
3,80,0.120077
3,81,0.211701
3,82,0.113816
3,83,0.175858
3,84,0.114394
3,85,0.156303
3,86,0.166191
3,87,0.237188
3,88,0.128906
3,89,0.176493
3,90,0.111150
3,91,0.107820
3,92,0.168125
3,93,0.214175
3,94,0.132317
3,95,0.191535
3,96,0.162467
3,97,0.153788
3,98,0.122425
3,99,0.168403
3,100,0.129489
3,101,0.168209
3,102,0.184209
3,103,0.104495
3,104,0.136043
3,105,0.265206
3,106,0.176188
3,107,0.256048
3,108,0.107201
3,109,0.207195
3,110,0.115531
3,111,0.172454
3,112,0.172605
3,113,0.196638
4,0,0.112802
4,1,0.198833
4,2,0.250480
4,3,0.177533
4,4,0.139408
4,5,0.136124
4,6,0.150514
4,7,0.230149
4,8,0.116104
4,9,0.134072
4,10,0.147831
4,11,0.172667
4,12,0.136299
4,13,0.141425
4,14,0.203999
4,15,0.192105
4,16,0.128870
4,17,0.153498
4,18,0.100099
4,19,0.233085
4,20,0.145434
4,21,0.202528
4,22,0.210480
4,23,0.186750
4,24,0.141546
4,25,0.233289
4,26,0.111177
4,27,0.118026
4,28,0.174951
4,29,0.164794
4,30,0.152521
4,31,0.204505
4,32,0.150113
4,33,0.129885
4,34,0.134703
4,35,0.234682
4,36,0.102164
4,37,0.177387
4,38,0.181432
4,39,0.211272
4,40,0.135842
4,41,0.210382
4,42,0.220379
4,43,0.086527
4,44,0.161036
4,45,0.104703
4,46,0.231938
4,47,0.120654
4,48,0.221820
4,49,0.112406
4,50,0.177299
4,51,0.146586
4,52,0.216631
4,53,0.170045
4,54,0.138927
4,55,0.101668
4,56,0.119907
4,57,0.160237
4,58,0.136394
4,59,0.140548
4,60,0.090166
4,61,0.311047
4,62,0.189218
4,63,0.126116
4,64,0.172727
4,65,0.219996
4,66,0.159191
4,67,0.116018
4,68,0.092845
4,69,0.133371
4,70,0.286742
4,71,0.151685
4,72,0.164238
4,73,0.090232
4,74,0.142375
4,75,0.141790
4,76,0.191404
4,77,0.168926
4,78,0.123196
4,79,0.233812
4,80,0.150257
4,81,0.219848
4,82,0.155403
4,83,0.137868
4,84,0.215792
4,85,0.169027
4,86,0.192741
4,87,0.161433
4,88,0.169844
4,89,0.133431
4,90,0.174890
4,91,0.165200
4,92,0.157443
4,93,0.140292
4,94,0.168236
4,95,0.176915
4,96,0.125355
4,97,0.135650
4,98,0.134477
4,99,0.098950
4,100,0.174442
4,101,0.195372
4,102,0.138661
4,103,0.125631
4,104,0.193119
4,105,0.250349
4,106,0.145818
4,107,0.100634
4,108,0.155139
4,109,0.114668
4,110,0.120263
4,111,0.232856
4,112,0.143230
4,113,0.089249
5,0,0.215994
5,1,0.189289
5,2,0.123182
5,3,0.122189
5,4,0.189332
5,5,0.112085
5,6,0.214463
5,7,0.173665
5,8,0.209630
5,9,0.135718
5,10,0.170147
5,11,0.116354
5,12,0.142689
5,13,0.245988
5,14,0.093893
5,15,0.123811
5,16,0.067843
5,17,0.172215
5,18,0.159888
5,19,0.098111
5,20,0.183578
5,21,0.130278
5,22,0.205500
5,23,0.122597
5,24,0.166777
5,25,0.231957
5,26,0.212371
5,27,0.134851
5,28,0.147675
5,29,0.142611
5,30,0.323051
5,31,0.127603
5,32,0.072224
5,33,0.219365
5,34,0.186051
5,35,0.121939
5,36,0.154451
5,37,0.119384
5,38,0.179072
5,39,0.127198
5,40,0.152017
5,41,0.150632
5,42,0.112988
5,43,0.136928
5,44,0.117547
5,45,0.140563
5,46,0.289588
5,47,0.176794
5,48,0.156684
5,49,0.113536
5,50,0.115371
5,51,0.137987
5,52,0.111305
5,53,0.141330
5,54,0.132756
5,55,0.150577
5,56,0.142316
5,57,0.165029
5,58,0.217860
5,59,0.096670
5,60,0.169823
5,61,0.216744
5,62,0.121852
5,63,0.121069
5,64,0.132999
5,65,0.159444
5,66,0.195179
5,67,0.175999
5,68,0.103721
5,69,0.117032
5,70,0.167808
5,71,0.088390
5,72,0.207860
5,73,0.096817
5,74,0.126578
5,75,0.136051
5,76,0.147381
5,77,0.249693
5,78,0.144792
5,79,0.186057
5,80,0.171485
5,81,0.165480
5,82,0.147800
5,83,0.324093
5,84,0.206046
5,85,0.133956
5,86,0.156418
5,87,0.113855
5,88,0.270431
5,89,0.171121
5,90,0.108018
5,91,0.265739
5,92,0.218590
5,93,0.193181
5,94,0.123114
5,95,0.082026
5,96,0.160041
5,97,0.142159
5,98,0.153510
5,99,0.226594
5,100,0.164074
5,101,0.248583
5,102,0.291929
5,103,0.124749
5,104,0.174669
5,105,0.206271
5,106,0.167148
5,107,0.169033
5,108,0.195755
5,109,0.136115
5,110,0.168861
5,111,0.159807
5,112,0.172303
5,113,0.168548
6,0,0.159833
6,1,0.128104
6,2,0.114192
6,3,0.111318
6,4,0.200098
6,5,0.177027
6,6,0.140748
6,7,0.230201
6,8,0.230134
6,9,0.082027
6,10,0.086519
6,11,0.184785
6,12,0.133874
6,13,0.216549
6,14,0.109679
6,15,0.104688
6,16,0.140713
6,17,0.152730
6,18,0.179833
6,19,0.388514
6,20,0.119972
6,21,0.186425
6,22,0.166182
6,23,0.227893
6,24,0.138166
6,25,0.181529
6,26,0.134407
6,27,0.172848
6,28,0.169486
6,29,0.210280
6,30,0.240334
6,31,0.226669
6,32,0.156181
6,33,0.136886
6,34,0.124997
6,35,0.123326
6,36,0.162660
6,37,0.216854
6,38,0.128827
6,39,0.150280
6,40,0.115397
6,41,0.220358
6,42,0.144301
6,43,0.105290
6,44,0.171956
6,45,0.099834
6,46,0.161279
6,47,0.088181
6,48,0.142662
6,49,0.109553
6,50,0.144626
6,51,0.245240
6,52,0.204006
6,53,0.139589
6,54,0.132414
6,55,0.106029
6,56,0.146672
6,57,0.184028
6,58,0.211535
6,59,0.203414
6,60,0.106101
6,61,0.184150
6,62,0.156996
6,63,0.259924
6,64,0.210817
6,65,0.221594
6,66,0.183666
6,67,0.164333
6,68,0.261446
6,69,0.135776
6,70,0.134594
6,71,0.163819
6,72,0.235926
6,73,0.175054
6,74,0.222140
6,75,0.141206
6,76,0.199594
6,77,0.169333
6,78,0.258981
6,79,0.239784
6,80,0.154611
6,81,0.169944
6,82,0.134349
6,83,0.109035
6,84,0.213208
6,85,0.176993
6,86,0.167140
6,87,0.134023
6,88,0.133159
6,89,0.189386
6,90,0.175364
6,91,0.232173
6,92,0.158532
6,93,0.136786
6,94,0.138061
6,95,0.138851
6,96,0.196759
6,97,0.152656
6,98,0.097631
6,99,0.090702
6,100,0.207522
6,101,0.203003
6,102,0.122134
6,103,0.114498
6,104,0.199132
6,105,0.170447
6,106,0.109991
6,107,0.166116
6,108,0.119644
6,109,0.161323
6,110,0.158349
6,111,0.148171
6,112,0.167136
6,113,0.110504
7,0,0.175595
7,1,0.293485
7,2,0.139902
7,3,0.186664
7,4,0.167656
7,5,0.147130
7,6,0.297345
7,7,0.148973
7,8,0.142980
7,9,0.126178
7,10,0.213949
7,11,0.117299
7,12,0.189540
7,13,0.171585
7,14,0.095761
7,15,0.115577
7,16,0.146981
7,17,0.223658
7,18,0.149027
7,19,0.139716
7,20,0.153160
7,21,0.114870
7,22,0.130091
7,23,0.144259
7,24,0.145402
7,25,0.258181
7,26,0.205026
7,27,0.207466
7,28,0.195188
7,29,0.232028
7,30,0.154899
7,31,0.179190
7,32,0.131977
7,33,0.132637
7,34,0.238445
7,35,0.204406
7,36,0.155195
7,37,0.187458
7,38,0.253530
7,39,0.082787
7,40,0.091727
7,41,0.195468
7,42,0.107437
7,43,0.156672
7,44,0.171458
7,45,0.189247
7,46,0.206950
7,47,0.252236
7,48,0.154257
7,49,0.193957
7,50,0.133485
7,51,0.177230
7,52,0.205677
7,53,0.147152
7,54,0.130946
7,55,0.106030
7,56,0.239180
7,57,0.252548
7,58,0.129456
7,59,0.194242
7,60,0.175116
7,61,0.119843
7,62,0.129440
7,63,0.125398
7,64,0.106446
7,65,0.127488
7,66,0.240884
7,67,0.095052
7,68,0.143777
7,69,0.145861
7,70,0.182500
7,71,0.127903
7,72,0.176359
7,73,0.184430
7,74,0.134150
7,75,0.132503
7,76,0.196832
7,77,0.177106
7,78,0.108872
7,79,0.176638
7,80,0.207504
7,81,0.190771
7,82,0.186295
7,83,0.215437
7,84,0.215327
7,85,0.178359
7,86,0.125147
7,87,0.209997
7,88,0.116359
7,89,0.219577
7,90,0.364357
7,91,0.151732
7,92,0.237880
7,93,0.133182
7,94,0.138965
7,95,0.197000
7,96,0.153150
7,97,0.213228
7,98,0.109035
7,99,0.156432
7,100,0.158810
7,101,0.103629
7,102,0.139290
7,103,0.246950
7,104,0.102281
7,105,0.193207
7,106,0.151757
7,107,0.368744
